gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
PAPOLG	ENSG00000115421	bg	False	False	0.99638	0.471	2.753	True	False	False	False		
PAPPA	ENSG00000182752	bg	False	False	0.99667	0.467	2.8169	True	False	False	False		
PAPPA2	ENSG00000116183	bg	False	False	1.3615e-05	0.549	2.1482	False	False	False	False		
PAPSS1	ENSG00000138801	bg	False	False	4.8893e-10	0.984	1.8439	False	False	False	False		
PAPSS2	ENSG00000198682	bg	False	False	6.3954e-14	1.141	1.4628	False	False	False	False		
PAQR3	ENSG00000163291	bg	False	False	1.4395e-12	1.17	0.71474	False	False	False	False		
PAQR4	ENSG00000162073	bg	False	False	4.1625e-11	1.708	-0.49333	False	False	False	False		
PAQR5	ENSG00000137819	bg	False	False	0.010978	0.789	0.9338	False	False	False	False		
PAQR6	ENSG00000160781	bg	False	False	1.3398e-11	1.254	0.20032	False	False	False	False		
PAQR7	ENSG00000182749	bg	False	False	0.0077009	0.839	1.9472	False	False	False	False		
PAQR8	ENSG00000170915	bg	False	False	0.00020347	0.972	1.3343	False	False	False	False		
PAQR9	ENSG00000188582	bg	False	False	0.025069	0.824	1.7136	False	False	False	False		
PARD3	ENSG00000148498	bg	False	False	3.7908e-06	0.61	0.84614	False	False	False	False		
PARD3B	ENSG00000116117	bg	False	False	9.037999999999999e-21	0.912	-0.78129	False	False	False	False		
PARD6A	ENSG00000102981	bg	False	False	7.3702e-08	1.522	1.1917	False	False	False	False		
PARD6B	ENSG00000124171	bg	False	False	0.5539	0.916	1.276	False	False	False	False		
PARD6G	ENSG00000178184	bg	False	False	0.010928	1.542	-0.85655	False	False	False	False		
PARG	ENSG00000227345	bg	False	False	0.96455	0.521	0.92831	True	False	False	False		
PARK7	ENSG00000116288	bg	False	False	0.0013008	1.025	0.36438	False	False	False	False		
PARL	ENSG00000175193	bg	False	False	1.8076e-08	1.254	-0.028693	False	False	False	False		
PARM1	ENSG00000169116	bg	False	False	0.0035532	0.987	0.54346	False	False	False	False		
PARN	ENSG00000140694	bg	False	False	0.002465	0.918	-0.2312	False	False	False	False		
PARP1	ENSG00000143799	bg	False	False	0.99942	0.454	2.0272	True	False	False	False		
PARP10	ENSG00000178685	bg	False	False	3.3075e-14	0.91	0.88293	False	False	False	False		
PARP11	ENSG00000111224	bg	False	False	1.9058e-08	1.061	1.1285	False	False	False	False		
PARP12	ENSG00000059378	bg	False	False	5.4256e-17	1.022	0.17234	False	False	False	False		
PARP14	ENSG00000173193	bg	False	False	0.99997	0.434	3.6447	True	False	True	True		
PARP15	ENSG00000173200	bg	False	False	2.6998e-13	0.953	0.62461	False	False	False	False		
PARP16	ENSG00000138617	bg	False	False	4.8641e-10	1.185	-0.23059	False	False	False	False		
PARP2	ENSG00000129484	bg	False	False	3.2864e-11	1.037	0.85006	False	False	False	False		
PARP3	ENSG00000041880	bg	False	False	7.8457e-13	1.001	0.60153	False	False	False	False		
PARP4	ENSG00000102699	bg	False	False	1.2271e-13	0.786	0.94897	False	False	False	False		
PARP6	ENSG00000137817	bg	False	False	0.99857	0.451	3.2065	True	False	True	True		
PARP8	ENSG00000151883	bg	False	False	0.0044416	0.606	1.7591	False	False	False	False		
PARP9	ENSG00000138496	bg	False	False	9.0986e-10	0.821	2.4856	False	False	False	False		
PARPBP	ENSG00000185480	bg	False	False	0.00030809	1.6	0.032646	False	False	False	False		
PARS2	ENSG00000162396	bg	False	False	8.5003e-06	0.977	0.69919	False	False	False	False		
PARVA	ENSG00000197702	bg	False	False	0.18884	0.679	0.32741	False	False	False	False		
PARVB	ENSG00000188677	bg	False	False	1.505e-08	1.268	-0.19819	False	False	False	False		
PARVG	ENSG00000138964	bg	False	False	5.0676e-10	1.037	0.30655	False	False	False	False		
PASK	ENSG00000115687	bg	False	False	1.5221e-32	1.03	1.2316	False	False	False	False		
PATE1	ENSG00000171053	bg	False	False	1.7504e-10	1.913	-0.32719	False	False	False	False		
PATE2	ENSG00000196844	bg	False	False	0.0071272	1.137	0.30911	False	False	False	False		
PATE3	ENSG00000236027	bg	False	False	0.015278	1.689	0.32682	False	False	False	False		
PATE4	ENSG00000237353	bg	False	False	1.8812e-06	1.917	-0.26447	False	False	False	False		
PATJ	ENSG00000132849	bg	False	False	2.4724e-20	0.841	1.685	False	False	False	False		
PATL1	ENSG00000166889	bg	False	False	1.0	0.395	2.3901	True	False	False	False		
PATL2	ENSG00000229474	bg	False	False	3.9477e-23	1.163	0.71254	False	False	False	False		
PATZ1	ENSG00000100105	bg	False	False	0.99999	0.331	3.9898	True	True	True	True		
PAWR	ENSG00000177425	bg	False	False	0.00041854	1.945	-3.1902	False	False	False	False		
PAX1	ENSG00000125813	bg	False	False	0.00067656	0.86	-2.1968	False	False	False	False		
PAX2	ENSG00000075891	bg	False	False	0.99743	0.451	1.8762	True	False	False	False		
PAX3	ENSG00000135903	bg	False	False	0.99985	0.409	1.8017	True	False	False	False		
PAX4	ENSG00000106331	bg	False	False	1.3428e-09	1.056	-0.27394	False	False	False	False		
PAX5	ENSG00000196092	bg	False	False	0.99992	0.361	2.3767	True	False	False	False		
PAX6	ENSG00000007372	bg	False	False	1.0	0.226	3.2634	True	True	True	True		
PAX7	ENSG00000009709	bg	False	False	0.97674	0.504	1.0115	True	False	False	False		
PAX8	ENSG00000125618	bg	False	False	0.99965	0.415	0.63944	True	False	False	False		
PAX9	ENSG00000198807	bg	False	False	0.99608	0.435	0.92775	True	False	False	False		
PAXBP1	ENSG00000159086	bg	False	False	0.99979	0.443	1.8745	True	False	False	False		
PAXIP1	ENSG00000157212	bg	False	False	1.0	0.275	2.8109	True	True	False	False		
PAXX	ENSG00000148362	bg	False	False	8.4169e-10	1.514	-0.72697	False	False	False	False		
PBK	ENSG00000168078	bg	False	False	0.43364	1.057	0.36985	False	False	False	False		
PBLD	ENSG00000108187	bg	False	False	4.0552e-05	0.998	1.2225	False	False	False	False		
PBOV1	ENSG00000254440	bg	False	False	0.12331	1.929	0.35528	False	False	False	False		
PBX1	ENSG00000185630	bg	False	False	1.0	0.212	4.3043	True	True	True	True		
PBX3	ENSG00000167081	bg	False	False	0.99981	0.356	2.5783	True	False	False	False		
PBX4	ENSG00000105717	bg	False	False	1.1107e-07	1.079	0.43632	False	False	False	False		
PBXIP1	ENSG00000163346	bg	False	False	2.8842e-24	1.184	1.4649	False	False	False	False		
PC	ENSG00000173599	bg	False	False	0.065118	0.539	3.7757	False	False	True	True		
PCARE	ENSG00000179270	bg	False	False	1.0024999999999999e-21	1.032	-1.1049	False	False	False	False		
PCBD1	ENSG00000166228	bg	False	False	1.3794e-05	1.685	1.5951	False	False	False	False		
PCBD2	ENSG00000132570	bg	False	False	0.0013078	1.303	0.30359	False	False	False	False		
PCBP1	ENSG00000169564	bg	False	False	0.99985	0.156	4.1913	True	True	True	True		
PCBP2	ENSG00000197111	bg	False	False	1.0	0.139	4.6626	True	True	True	True		
PCBP3	ENSG00000183570	bg	False	False	0.030803	0.703	1.7051	False	False	False	False		
PCBP4	ENSG00000090097	bg	False	False	0.0010909	0.722	2.1693	False	False	False	False		
PCCA	ENSG00000175198	bg	False	False	4.8464e-05	0.986	0.1129	False	False	False	False		
PCCB	ENSG00000114054	bg	False	False	0.00011332	0.843	-0.96306	False	False	False	False		
PCDH1	ENSG00000156453	bg	False	False	0.99937	0.448	4.0735	True	False	True	True		
PCDH10	ENSG00000138650	bg	False	False	1.0	0.297	1.7649	True	True	False	False		
PCDH12	ENSG00000113555	bg	False	False	2.2416e-08	0.752	1.8193	False	False	False	False		
PCDH15	ENSG00000150275	bg	False	False	8.4349e-24	0.819	-0.14461	False	False	False	False		
PCDH17	ENSG00000118946	F144	False	True	0.99988	0.425	1.7403	True	False	False	False		
PCDH18	ENSG00000189184	bg	False	False	6.7426e-05	0.673	1.1534	False	False	False	False		
PCDH8	ENSG00000136099	bg	False	False	2.3378e-11	1.146	-2.2748	False	False	False	False		
PCDH9	ENSG00000184226	bg	False	False	0.99993	0.409	2.8478	True	False	False	False		
PCDHA1	ENSG00000204970	bg	False	False	1.5523e-09	0.849	0.54525	False	False	False	False		
PCDHA10	ENSG00000250120	bg	False	False	2.6816e-11	0.912	0.10366	False	False	False	False		
PCDHA11	ENSG00000249158	bg	False	False	9.6197e-18	1.031	-0.12207	False	False	False	False		
PCDHA12	ENSG00000251664	bg	False	False	2.8611e-11	0.928	0.29733	False	False	False	False		
PCDHA13	ENSG00000239389	bg	False	False	3.568e-15	1.001	0.80551	False	False	False	False		
PCDHA2	ENSG00000204969	bg	False	False	3.3883e-17	1.054	0.48546	False	False	False	False		
PCDHA3	ENSG00000255408	bg	False	False	1.0716e-08	0.813	0.11602	False	False	False	False		
PCDHA4	ENSG00000204967	bg	False	False	2.3389e-13	0.976	0.42582	False	False	False	False		
PCDHA5	ENSG00000204965	bg	False	False	4.2578e-10	0.868	-0.08552	False	False	False	False		
PCDHA6	ENSG00000081842	bg	False	False	3.6154e-16	1.09	-0.19692	False	False	False	False		
PCDHA7	ENSG00000204963	bg	False	False	3.4728e-08	0.857	0.016819	False	False	False	False		
PCDHA8	ENSG00000204962	bg	False	False	2.1256e-15	1.036	-0.13706	False	False	False	False		
PCDHA9	ENSG00000204961	bg	False	False	1.0356000000000001e-20	1.229	0.17352	False	False	False	False		
PCDHAC1	ENSG00000248383	bg	False	False	7.3464e-10	0.869	1.3194	False	False	False	False		
PCDHAC2	ENSG00000243232	bg	False	False	0.98068	0.496	1.6451	True	False	False	False		
PCDHB1	ENSG00000171815	bg	False	False	6.2744e-15	1.231	1.6974	False	False	False	False		
PCDHB10	ENSG00000120324	bg	False	False	0.12112	1.931	-0.94121	False	False	False	False		
PCDHB11	ENSG00000197479	bg	False	False	0.29959	1.886	-1.5868	False	False	False	False		
PCDHB12	ENSG00000120328	bg	False	False	0.29275	1.892	-1.9726	False	False	False	False		
PCDHB13	ENSG00000187372	bg	False	False	0.11322	1.937	-1.4454	False	False	False	False		
PCDHB14	ENSG00000120327	bg	False	False	0.055839	1.929	-1.2661	False	False	False	False		
PCDHB15	ENSG00000113248	bg	False	False	0.34754	1.83	-0.11726	False	False	False	False		
PCDHB2	ENSG00000112852	bg	False	False	0.29297	1.892	1.2986	False	False	False	False		
PCDHB3	ENSG00000113205	bg	False	False	0.29912	1.886	0.74736	False	False	False	False		
PCDHB4	ENSG00000081818	bg	False	False	0.11829	1.933	-0.41942	False	False	False	False		
PCDHB5	ENSG00000113209	bg	False	False	0.32512	1.859	-0.56705	False	False	False	False		
PCDHB7	ENSG00000113212	bg	False	False	0.32919	1.854	-1.6309	False	False	False	False		
PCDHB8	ENSG00000120322	bg	False	False	0.13135	1.922	-0.6423	False	False	False	False		
PCDHB9	ENSG00000177839	bg	False	False	0.32296	1.861	-1.3363	False	False	False	False		
PCDHGA1	ENSG00000204956	bg	False	False	6.3842e-05	0.708	0.46702	False	False	False	False		
PCDHGA10	ENSG00000253846	bg	False	False	4.6437e-09	0.85	1.6813	False	False	False	False		
PCDHGA11	ENSG00000253873	bg	False	False	3.8701e-08	0.808	1.0303	False	False	False	False		
PCDHGA12	ENSG00000253159	bg	False	False	3.0473e-10	0.877	0.66406	False	False	False	False		
PCDHGA2	ENSG00000081853	bg	False	False	7.615e-09	0.836	0.48681	False	False	False	False		
PCDHGA3	ENSG00000254245	bg	False	False	5.0749e-09	0.847	0.3028	False	False	False	False		
PCDHGA4	ENSG00000262576	bg	False	False	3.3513e-09	0.894	-0.064645	False	False	False	False		
PCDHGA5	ENSG00000253485	bg	False	False	3.1172e-07	0.794	-0.28063	False	False	False	False		
PCDHGA6	ENSG00000253731	bg	False	False	4.7768e-09	0.834	-0.49435	False	False	False	False		
PCDHGA7	ENSG00000253537	bg	False	False	4.7292e-11	0.913	-0.024608	False	False	False	False		
PCDHGA8	ENSG00000253767	bg	False	False	6.8147e-11	0.903	0.12095	False	False	False	False		
PCDHGA9	ENSG00000261934	bg	False	False	2.0149e-06	0.737	1.0036	False	False	False	False		
PCDHGB1	ENSG00000254221	bg	False	False	1.7422e-06	0.775	-0.078474	False	False	False	False		
PCDHGB2	ENSG00000253910	bg	False	False	5.3408e-17	1.103	0.31209	False	False	False	False		
PCDHGB3	ENSG00000262209	bg	False	False	8.4384e-09	0.833	-0.42514	False	False	False	False		
PCDHGB4	ENSG00000253953	bg	False	False	7.1498e-08	0.835	0.77312	False	False	False	False		
PCDHGB5	ENSG00000276547	bg	False	False	1.3211e-13	1.015	0.68612	False	False	False	False		
PCDHGB6	ENSG00000253305	bg	False	False	1.3734e-14	1.022	1.3519	False	False	False	False		
PCDHGB7	ENSG00000254122	bg	False	False	2.3595e-05	0.711	1.0799	False	False	False	False		
PCDHGC3	ENSG00000240184	bg	False	False	0.2063	0.576	2.3142	False	False	False	False		
PCDHGC4	ENSG00000242419	bg	False	False	1.0	0.363	2.5366	True	False	False	False		
PCDHGC5	ENSG00000240764	bg	False	False	0.38545	0.564	2.1462	False	False	False	False		
PCED1A	ENSG00000132635	bg	False	False	0.013378	0.693	1.7243	False	False	False	False		
PCED1B	ENSG00000179715	bg	False	False	0.12088	1.931	0.21045	False	False	False	False		
PCGF1	ENSG00000115289	bg	False	False	0.99754	0.446	1.9226	True	False	False	False		
PCGF2	ENSG00000277258	bg	False	False	0.99687	0.443	-0.10882	True	False	False	False		
PCGF5	ENSG00000180628	bg	False	False	0.98799	0.479	2.3522	True	False	False	False		
PCGF6	ENSG00000156374	bg	False	False	0.0001191	1.012	0.41874	False	False	False	False		
PCID2	ENSG00000126226	bg	False	False	8.1105e-05	1.174	1.2739	False	False	False	False		
PCIF1	ENSG00000100982	bg	False	False	1.0	0.229	3.1915	True	True	True	True		
PCK1	ENSG00000124253	bg	False	False	6.458e-13	1.109	0.7809	False	False	False	False		
PCK2	ENSG00000100889	bg	False	False	1.2732e-16	1.057	0.57823	False	False	False	False		
PCLAF	ENSG00000166803	bg	False	False	0.014648	1.127	0.68724	False	False	False	False		
PCLO	ENSG00000186472	bg	False	False	1.0	0.191	0.49955	True	True	False	False		
PCM1	ENSG00000078674	bg	False	False	2.9881e-12	0.7	-6.7316	False	False	False	False		
PCMT1	ENSG00000120265	bg	False	False	0.72993	0.717	1.0362	False	False	False	False		
PCMTD1	ENSG00000168300	bg	False	False	0.99682	0.443	3.2236	True	False	True	True		
PCMTD2	ENSG00000203880	bg	False	False	0.014589	0.865	1.5264	False	False	False	False		
PCNA	ENSG00000132646	bg	False	False	0.99498	0.42	3.2348	True	False	True	True		
PCNP	ENSG00000081154	bg	False	False	0.42966	0.852	0.42218	False	False	False	False		
PCNT	ENSG00000160299	bg	False	False	1.9599e-84	0.943	-0.4558	False	False	False	False		
PCNX1	ENSG00000100731	bg	False	False	1.0	0.408	2.0038	True	False	False	False		
PCNX2	ENSG00000135749	bg	False	False	6.6644e-41	0.866	1.2273	False	False	False	False		
PCNX3	ENSG00000197136	bg	False	False	1.0	0.395	1.7468	True	False	False	False		
PCNX4	ENSG00000126773	bg	False	False	1.3206999999999998e-28	1.056	-0.80409	False	False	False	False		
PCOLCE	ENSG00000106333	bg	False	False	7.4317e-09	1.074	-0.11623	False	False	False	False		
PCOLCE2	ENSG00000163710	bg	False	False	0.0004647	1.063	0.2269	False	False	False	False		
PCP2	ENSG00000174788	bg	False	False	3.1009e-10	1.933	-1.234	False	False	False	False		
PCP4	ENSG00000183036	bg	False	False	0.11608	1.495	1.0253	False	False	False	False		
PCP4L1	ENSG00000248485	bg	False	False	0.00021692	1.838	-0.043394	False	False	False	False		
PCSK1	ENSG00000175426	bg	False	False	3.1448e-06	0.709	2.0983	False	False	False	False		
PCSK2	ENSG00000125851	bg	False	False	1.0	0.249	3.5998	True	True	True	True		
PCSK5	ENSG00000099139	bg	False	False	2.8247e-16	0.724	2.5535	False	False	False	False		
PCSK6	ENSG00000140479	bg	False	False	7.117100000000001e-20	0.909	0.48815	False	False	False	False		
PCSK7	ENSG00000160613	bg	False	False	9.311e-07	0.881	2.1121	False	False	False	False		
PCSK9	ENSG00000169174	bg	False	False	1.1172e-20	1.25	0.58699	False	False	False	False		
PCTP	ENSG00000141179	bg	False	False	4.9065e-07	1.508	-0.56922	False	False	False	False		
PCYOX1	ENSG00000116005	bg	False	False	2.4721e-12	1.403	-0.2951	False	False	False	False		
PCYOX1L	ENSG00000145882	bg	False	False	6.1124e-13	1.174	0.73521	False	False	False	False		
PCYT1A	ENSG00000161217	bg	False	False	0.019229	0.934	0.3568	False	False	False	False		
PCYT2	ENSG00000185813	bg	False	False	2.7339e-08	0.903	1.428	False	False	False	False		
PDAP1	ENSG00000106244	bg	False	False	0.0035503	0.934	1.7179	False	False	False	False		
PDC	ENSG00000116703	bg	False	False	0.00064098	1.814	0.35446	False	False	False	False		
PDCD1	ENSG00000188389	bg	False	False	0.029638	0.891	1.421	False	False	False	False		
PDCD10	ENSG00000114209	bg	False	False	0.6364	0.924	0.6011	False	False	False	False		
PDCD11	ENSG00000148843	bg	False	False	1.0676e-07	0.573	2.0955	False	False	False	False		
PDCD1LG2	ENSG00000197646	bg	False	False	1.2809e-10	1.516	-0.82501	False	False	False	False		
PDCD2	ENSG00000071994	bg	False	False	1.656e-13	1.743	-2.0732	False	False	False	False		
PDCD2L	ENSG00000126249	bg	False	False	9.5048e-12	1.374	-0.32319	False	False	False	False		
PDCD4	ENSG00000150593	bg	False	False	0.0012743	1.671	0.85002	False	False	False	False		
PDCD5	ENSG00000105185	bg	False	False	2.5921e-07	1.837	-1.1667	False	False	False	False		
PDCD6	ENSG00000249915	bg	False	False	0.17294	0.847	0.52199	False	False	False	False		
PDCD6IP	ENSG00000170248	bg	False	False	0.18774	0.583	1.11	False	False	False	False		
PDCD7	ENSG00000090470	bg	False	False	2.4442e-14	1.459	-1.5828	False	False	False	False		
PDCL	ENSG00000136940	bg	False	False	0.44049	0.651	1.1486	False	False	False	False		
PDCL2	ENSG00000163440	bg	False	False	0.0069177	1.267	0.10236	False	False	False	False		
PDCL3	ENSG00000115539	bg	False	False	1.1018e-07	1.234	1.0346	False	False	False	False		
PDE10A	ENSG00000112541	bg	False	False	0.99932	0.427	4.0387	True	False	True	True		
PDE11A	ENSG00000128655	bg	False	False	2.8852e-08	1.118	0.27814	False	False	False	False		
PDE12	ENSG00000174840	bg	False	False	0.0001511	0.757	2.1885	False	False	False	False		
PDE1B	ENSG00000123360	bg	False	False	0.99998	0.377	2.9474	True	False	True	False		
PDE1C	ENSG00000154678	bg	False	False	1.1021e-09	0.843	2.1004	False	False	False	False		
PDE2A	ENSG00000186642	bg	False	False	0.015822	0.564	3.8751	False	False	True	True		
PDE3A	ENSG00000172572	bg	False	False	3.0362e-05	0.763	-0.62454	False	False	False	False		
PDE3B	ENSG00000152270	bg	False	False	6.909e-09	0.955	-1.0165	False	False	False	False		
PDE4A	ENSG00000065989	bg	False	False	0.99976	0.434	2.4761	True	False	False	False		
PDE4B	ENSG00000184588	bg	False	False	0.99999	0.374	3.0266	True	False	True	False		
PDE4D	ENSG00000113448	bg	False	False	0.9999	0.403	2.3461	True	False	False	False		
PDE5A	ENSG00000138735	bg	False	False	0.0064875	0.704	1.5493	False	False	False	False		
PDE6A	ENSG00000132915	bg	False	False	5.867e-17	0.888	0.89523	False	False	False	False		
PDE6B	ENSG00000133256	bg	False	False	7.352900000000001e-27	1.238	-0.08566	False	False	False	False		
PDE6C	ENSG00000095464	bg	False	False	3.3177e-14	0.976	1.3389	False	False	False	False		
PDE6D	ENSG00000156973	bg	False	False	0.22718	1.027	0.44364	False	False	False	False		
PDE6G	ENSG00000185527	bg	False	False	0.00062873	1.446	0.45901	False	False	False	False		
PDE6H	ENSG00000139053	bg	False	False	0.005109	1.904	0.31965	False	False	False	False		
PDE7A	ENSG00000205268	bg	False	False	0.0019011	1.238	-0.0010515	False	False	False	False		
PDE7B	ENSG00000171408	bg	False	False	0.19231	0.792	1.2016	False	False	False	False		
PDE8A	ENSG00000073417	bg	False	False	0.030488	0.631	0.062264	False	False	False	False		
PDE8B	ENSG00000113231	bg	False	False	1.0	0.351	3.3877	True	False	True	True		
PDE9A	ENSG00000160191	bg	False	False	6.3141e-10	1.092	1.2785	False	False	False	False		
PDF	ENSG00000258429	bg	False	False	9.7694e-17	1.984	-3.8637	False	False	False	False		
PDGFB	ENSG00000100311	bg	False	False	0.98841	0.473	0.82769	True	False	False	False		
PDGFC	ENSG00000145431	bg	False	False	0.97589	0.339	1.2943	True	True	False	False		
PDGFD	ENSG00000170962	bg	False	False	5.6513e-07	0.926	0.44104	False	False	False	False		
PDGFRA	ENSG00000134853	bg	False	False	1.0	0.264	3.4194	True	True	True	True		
PDGFRB	ENSG00000113721	bg	False	False	0.93843	0.504	2.8591	True	False	False	False		
